player,season,team_one,team_two,team_three,games_played,toi,war_82,games_missed
STEVE.STAIOS,2010-2011,CGY,none,none,39,574,-0.02,43
STEVE.SULLIVAN,2010-2011,NSH,none,none,53,789.88,0.4,29
TANNER.GLASS,2010-2011,VAN,none,none,93,800.73,-1.47,-11
TAYLOR.CHORNEY,2010-2011,EDM,none,none,12,191.8,-0.55,70
TAYLOR.HALL,2010-2011,EDM,none,none,65,1183.63,0.92,17
TAYLOR.PYATT,2010-2011,ARI,none,none,80,1238.15,0.17,2
TEDDY.PURCELL,2010-2011,TBL,none,none,99,1388.93,0.51,-17
TEEMU.HARTIKAINEN,2010-2011,EDM,none,none,12,208.9,0.55,70
TEEMU.SELANNE,2010-2011,ANA,none,none,79,1423.37,1.61,3
THEO.PECKHAM,2010-2011,EDM,none,none,71,1320.25,-1.55,11
THOMAS.VANEK,2010-2011,BUF,none,none,87,1507.85,0.95,-5
TIM.BRENT,2010-2011,TOR,none,none,79,920.45,-0.52,3
TIM.CONNOLLY,2010-2011,BUF,none,none,74,1263.8,0.49,8
TIM.GLEASON,2010-2011,CAR,none,none,82,1725.7,-2.07,0
TIM.JACKMAN,2010-2011,CGY,none,none,82,805.57,1.37,0
TIM.SESTITO,2010-2011,NJD,none,none,36,389.53,0.2,46
TIM.STAPLETON,2010-2011,ATL,none,none,45,499.87,0.56,37
TJ.GALIARDI,2010-2011,COL,none,none,35,566.82,0.75,47
TJ.HENSICK,2010-2011,STL,none,none,13,118.08,0.76,69
T.J..OSHIE,2010-2011,STL,none,none,49,940.25,1.64,33
TOBIAS.ENSTROM,2010-2011,ATL,none,none,72,1705.37,-0.82,10
TOBY.PETERSEN,2010-2011,DAL,none,none,60,602.37,0.14,22
TODD.BERTUZZI,2010-2011,DET,none,none,92,1443.35,-0.29,-10
TODD.MARCHANT,2010-2011,ANA,none,none,85,1136.23,-1.75,-3
TODD.WHITE,2010-2011,NYR,none,none,18,138.22,-1.55,64
TOMAS.FLEISCHMANN,2010-2011,WSH,COL,none,45,735.1,0.09,37
TOMAS.HOLMSTROM,2010-2011,DET,none,none,84,1239.67,0.83,-2
TOMAS.KABERLE,2010-2011,BOS,none,none,107,2213.85,-0.34,-25
TOMAS.KOPECKY,2010-2011,CHI,none,none,82,1243.62,-0.21,0
TOMAS.PLEKANEC,2010-2011,MTL,none,none,84,1722.5,1.61,-2
TOMAS.TATAR,2010-2011,DET,none,none,9,86.42,-0.09,73
TOMAS.VINCOUR,2010-2011,DAL,none,none,24,226.25,-0.1,58
TOM.GILBERT,2010-2011,EDM,none,none,79,1935.35,-0.01,3
TOM.KOSTOPOULOS,2010-2011,CAR,CGY,none,76,929.33,-0.09,6
TOM.POTI,2010-2011,WSH,none,none,21,385.58,0.04,61
TOM.PYATT,2010-2011,MTL,none,none,68,718.4,-0.22,14
TOM.SESTITO,2010-2011,CBJ,none,none,9,85.75,-0.82,73
TOM.WANDELL,2010-2011,DAL,none,none,75,881.67,1.33,7
TONI.LYDMAN,2010-2011,ANA,none,none,84,1850.23,-0.12,-2
TORREY.MITCHELL,2010-2011,S.J,none,none,84,1151.53,0.46,-2
TRAVIS.HAMONIC,2010-2011,NYI,none,none,62,1337.5,-1.79,20
TRAVIS.MOEN,2010-2011,MTL,none,none,86,1157.9,-0.14,-4
TRAVIS.MORIN,2010-2011,DAL,none,none,3,26.6,1.37,79
TRAVIS.ZAJAC,2010-2011,NJD,none,none,82,1622.2,1.49,0
TRENT.HUNTER,2010-2011,NYI,none,none,17,215.23,-0.05,65
TREVOR.DALEY,2010-2011,DAL,none,none,82,1843.78,-1.06,0
TREVOR.GILLIES,2010-2011,NYI,none,none,39,119.68,-0.93,43
TREVOR.LEWIS,2010-2011,LAK,none,none,78,927.07,-0.96,4
TROY.BODIE,2010-2011,CAR,none,none,59,402.97,0.43,23
TROY.BROUWER,2010-2011,CHI,none,none,86,1294.37,0.84,-4
TUOMO.RUUTU,2010-2011,CAR,none,none,82,1369.13,0.55,0
TYLER.BOZAK,2010-2011,TOR,none,none,82,1581.02,0.6,0
TYLER.ENNIS,2010-2011,BUF,none,none,89,1401.65,0.5,-7
TYLER.KENNEDY,2010-2011,PIT,none,none,87,1285.1,0.88,-5
TYLER.MYERS,2010-2011,BUF,none,none,87,1963.7,0.77,-5
TYLER.SEGUIN,2010-2011,BOS,none,none,87,1041.12,-0.03,-5
TYLER.SLOAN,2010-2011,WSH,none,none,33,424.23,-1.39,49
TYSON.STRACHAN,2010-2011,STL,none,none,29,352.07,0.06,53
TY.WISHART,2010-2011,NYI,none,none,20,336.35,1.52,62
VALTTERI.FILPPULA,2010-2011,DET,none,none,82,1382.53,1.19,0
VERNON.FIDDLER,2010-2011,ARI,none,none,75,1143.43,-0.58,7
VICTOR.HEDMAN,2010-2011,TBL,none,none,97,2060.57,0.97,-15
VICTOR.ORESKOVICH,2010-2011,VAN,none,none,35,247.13,0.19,47
VIKTOR.STALBERG,2010-2011,CHI,none,none,84,909.82,1.16,-2
VILLE.LEINO,2010-2011,PHI,none,none,92,1481.83,1.3,-10
VINCENT.LECAVALIER,2010-2011,TBL,none,none,83,1556.4,-0.05,-1
VINNY.PROSPAL,2010-2011,NYR,none,none,34,542.12,1.16,48
VLADIMIR.SOBOTKA,2010-2011,STL,none,none,65,1051.55,0.19,17
VLADIMIR.ZHARKOV,2010-2011,NJD,none,none,38,430.58,0.93,44
WARREN.PETERS,2010-2011,MIN,none,none,11,95.83,-0.45,71
WAYNE.SIMMONDS,2010-2011,LAK,none,none,86,1164.85,0.37,-4
WILLIE.MITCHELL,2010-2011,LAK,none,none,63,1389.23,0.46,19
WOJTEK.WOLSKI,2010-2011,NYR,none,none,78,1125.73,0.18,4
YANNICK.WEBER,2010-2011,MTL,none,none,44,705.22,-0.75,38
ZAC.DALPE,2010-2011,CAR,none,none,15,115.85,-0.55,67
ZACH.BOGOSIAN,2010-2011,ATL,none,none,71,1590.67,-1.17,11
ZACH.BOYCHUK,2010-2011,CAR,none,none,23,246.62,-0.57,59
ZACH.PARISE,2010-2011,NJD,none,none,13,258.15,0.25,69
ZACK.SMITH,2010-2011,OTT,none,none,55,693.35,-1.25,27
ZACK.STORTINI,2010-2011,EDM,none,none,32,226.98,-0.03,50
ZBYNEK.MICHALEK,2010-2011,PIT,none,none,80,1785.65,0.24,2
ZDENO.CHARA,2010-2011,BOS,none,none,105,2723.93,0.85,-23
ZENON.KONOPKA,2010-2011,NYI,none,none,82,835.57,-1.92,0
ALEX.AULD,2010-2011,MTL,none,none,16,748.58,3.08,66
ALEX.STALOCK,2010-2011,S.J,none,none,1,29.78,9.84,81
AL.MONTOYA,2010-2011,NYI,none,none,20,1153.78,10.5,62
ANDERS.LINDBACK,2010-2011,NSH,none,none,23,1144.28,1.57,59
ANDREW.RAYCROFT,2010-2011,DAL,none,none,19,847.17,0.04,63
ANTERO.NIITTYMAKI,2010-2011,S.J,none,none,26,1505.95,1.55,56
ANTON.KHUDOBIN,2010-2011,MIN,none,none,4,188.73,2.25,78
ANTTI.NIEMI,2010-2011,S.J,none,none,78,4568,1.76,4
BEN.BISHOP,2010-2011,STL,none,none,7,368.82,-1.41,75
BRADEN.HOLTBY,2010-2011,WSH,none,none,14,735.97,6.33,68
BRENT.JOHNSON,2010-2011,PIT,none,none,24,1331.18,3.38,58
BRIAN.BOUCHER,2010-2011,PHI,none,none,43,2306.93,1.64,39
BRIAN.ELLIOTT,2010-2011,OTT,COL,none,55,2983.13,-5.84,27
CAM.WARD,2010-2011,CAR,none,none,74,4257.58,7.18,8
CAREY.PRICE,2010-2011,MTL,none,none,79,4661.63,6.32,3
CEDRICK.DESJARDINS,2010-2011,TBL,none,none,2,120.32,13.94,80
CHAD.JOHNSON,2010-2011,NYR,none,none,1,20,-5.74,81
CHRIS.MASON,2010-2011,ATL,none,none,33,1681.68,-4.45,49
CHRIS.OSGOOD,2010-2011,DET,none,none,11,628.67,-5.67,71
COREY.CRAWFORD,2010-2011,CHI,none,none,64,3766.82,2.15,18
CORY.SCHNEIDER,2010-2011,VAN,none,none,30,1534.43,10.99,52
CRAIG.ANDERSON,2010-2011,COL,OTT,none,51,2865.12,1.3,31
CURTIS.MCELHINNEY,2010-2011,ANA,OTT,none,28,1394.87,1,54
DAN.ELLIS,2010-2011,ANA,none,none,45,2447.85,-5.59,37
DAVID.LENEVEU,2010-2011,CBJ,none,none,1,20,-5.74,81
DEVAN.DUBNYK,2010-2011,EDM,none,none,35,2061.02,3.75,47
DWAYNE.ROLOSON,2010-2011,TBL,none,none,71,4180.25,0.35,11
HENRIK.KARLSSON,2010-2011,CGY,none,none,17,834.85,-0.58,65
HENRIK.LUNDQVIST,2010-2011,NYR,none,none,73,4312.25,5.49,9
ILYA.BRYZGALOV,2010-2011,ARI,none,none,72,4288.58,3.42,10
JACOB.MARKSTROM,2010-2011,FLA,none,none,1,39.82,-6.56,81
JAMES.REIMER,2010-2011,TOR,none,none,37,2080.15,4.1,45
JAROSLAV.HALAK,2010-2011,STL,none,none,57,3294.37,1.67,25
JASON.LABARBERA,2010-2011,ARI,none,none,17,882.63,1.83,65
JEAN-SEBASTIEN.GIGUERE,2010-2011,TOR,none,none,33,1633.02,-1.49,49
JHONAS.ENROTH,2010-2011,BUF,none,none,15,786.58,-0.55,67
JIMMY.HOWARD,2010-2011,DET,none,none,74,4288.63,0.91,8
JOEY.MACDONALD,2010-2011,DET,none,none,15,720.85,2.35,67
JOHAN.HEDBERG,2010-2011,NJD,none,none,34,1717.48,1.3,48
JONAS.GUSTAVSSON,2010-2011,TOR,none,none,23,1242.12,-9.09,59
JONAS.HILLER,2010-2011,ANA,none,none,49,2671.53,5.74,33
JONATHAN.BERNIER,2010-2011,LAK,none,none,25,1378.25,0.36,57
JONATHAN.QUICK,2010-2011,LAK,none,none,67,3970.82,1.96,15
JOSE.THEODORE,2010-2011,MIN,none,none,32,1792.9,1.82,50
JUSTIN.PETERS,2010-2011,CAR,none,none,12,648.28,-10.39,70
KARI.LEHTONEN,2010-2011,DAL,none,none,69,4089.18,1.81,13
KEVIN.POULIN,2010-2011,NYI,none,none,10,491.32,3.36,72
MARC-ANDRE.FLEURY,2010-2011,PIT,none,none,72,4100.37,1.57,10
MARK.DEKANICH,2010-2011,NSH,none,none,1,49.98,-13.12,81
MARTIN.BIRON,2010-2011,NYR,none,none,17,927.5,4.78,65
MARTIN.BRODEUR,2010-2011,NJD,none,none,56,3116.08,-4.58,26
MARTIN.GERBER,2010-2011,EDM,none,none,3,185,19.41,79
MARTY.TURCO,2010-2011,CHI,none,none,29,1631.05,-6.93,53
MATHIEU.GARON,2010-2011,CBJ,none,none,36,1938,-2.14,46
MATT.CLIMIE,2010-2011,ARI,none,none,1,32.4,3.28,81
MICHAEL.LEIGHTON,2010-2011,PHI,none,none,3,129.5,-10.11,79
MICHAL.NEUVIRTH,2010-2011,WSH,none,none,57,3234.42,1.6,25
MIIKKA.KIPRUSOFF,2010-2011,CGY,none,none,71,4155.65,-2.01,11
MIKE.BRODEUR,2010-2011,OTT,none,none,4,96.82,-5.54,78
MIKE.MCKENNA,2010-2011,NJD,none,none,2,117.87,1.23,80
MIKE.SMITH,2010-2011,TBL,none,none,25,1322.63,-4.59,57
MIKKO.KOSKINEN,2010-2011,NYI,none,none,4,207.85,-13.94,78
NATHAN.LAWSON,2010-2011,NYI,none,none,10,384.32,0.25,72
NIKLAS.BACKSTROM,2010-2011,MIN,none,none,51,2977.55,1.85,31
NIKOLAI.KHABIBULIN,2010-2011,EDM,none,none,47,2681.08,-4.33,35
ONDREJ.PAVELEC,2010-2011,ATL,none,none,58,3225.18,1.74,24
PASCAL.LECLAIRE,2010-2011,OTT,none,none,14,763.05,1.87,68
PATRICK.LALIME,2010-2011,BUF,none,none,7,365.42,-2.11,75
PEKKA.RINNE,2010-2011,NSH,none,none,76,4517.67,6.12,6
PETER.BUDAJ,2010-2011,COL,none,none,45,2438.37,-3.48,37
PETER.MANNINO,2010-2011,ATL,none,none,2,72.78,-2.46,80
RAY.EMERY,2010-2011,ANA,none,none,16,846.63,1.74,66
RICHARD.BACHMAN,2010-2011,DAL,none,none,1,9.58,3.28,81
RICK.DIPIETRO,2010-2011,NYI,none,none,26,1533.22,-4.16,56
ROBERTO.LUONGO,2010-2011,VAN,none,none,85,5007.15,6.62,-3
ROBIN.LEHNER,2010-2011,OTT,none,none,8,340.87,-4.1,74
RYAN.MILLER,2010-2011,BUF,none,none,73,4239,2.3,9
SCOTT.CLEMMENSEN,2010-2011,FLA,none,none,31,1696.07,1.72,51
SEMYON.VARLAMOV,2010-2011,WSH,none,none,27,1560.05,6.26,55
SERGEI.BOBROVSKY,2010-2011,PHI,none,none,60,3203.02,2.2,22
STEVE.MASON,2010-2011,CBJ,none,none,54,3026.5,-3.22,28
THOMAS.MCCOLLUM,2010-2011,DET,none,none,1,14.62,-22.14,81
TIMO.PIELMEIER,2010-2011,ANA,none,none,1,40,-45.92,81
TIM.THOMAS,2010-2011,BOS,none,none,82,4905.85,11.84,0
TOMAS.VOKOUN,2010-2011,FLA,none,none,57,3224.1,2.17,25
TUUKKA.RASK,2010-2011,BOS,none,none,29,1594.37,1.78,53
TY.CONKLIN,2010-2011,STL,none,none,25,1285.45,-12.37,57
AARON.JOHNSON,2011-2012,CBJ,none,none,56,924.4,1.58,26
AARON.NESS,2011-2012,NYI,none,none,9,152.43,-0.91,73
AARON.PALUSHAJ,2011-2012,MTL,none,none,38,287.52,0.84,44
AARON.ROME,2011-2012,VAN,none,none,44,667.43,-0.19,38
AARON.VOLPATTI,2011-2012,VAN,none,none,23,206.28,-0.46,59
ADAM.BURISH,2011-2012,DAL,none,none,65,831.22,-0.15,17
ADAM.HALL,2011-2012,TBL,none,none,57,676.35,-0.06,25
ADAM.HENRIQUE,2011-2012,NJD,none,none,98,1757.67,1.27,-16
ADAM.LARSSON,2011-2012,NJD,none,none,70,1422.43,-0.15,12
ADAM.MCQUAID,2011-2012,BOS,none,none,72,1076.57,-0.25,10
ADAM.PARDY,2011-2012,DAL,none,none,36,592.9,-0.96,46
ADRIAN.AUCOIN,2011-2012,ARI,none,none,75,1494.42,-0.3,7
ALEC.MARTINEZ,2011-2012,LAK,none,none,71,1040.18,2.18,11
ALES.HEMSKY,2011-2012,EDM,none,none,69,1214.4,-0.33,13
ALEX.BURMISTROV,2011-2012,WPG,none,none,76,1266.35,0.18,6
ALEX.BURROWS,2011-2012,VAN,none,none,85,1572.12,0.8,-3
ALEX.EDLER,2011-2012,VAN,none,none,87,2078.32,-1.08,-5
ALEXEI.EMELIN,2011-2012,MTL,none,none,67,1158.77,0.23,15
ALEXEI.PONIKAROVSKY,2011-2012,NJD,none,none,106,1554.55,1.16,-24
ALEX.GIROUX,2011-2012,CBJ,none,none,9,109.77,0.36,73
ALEX.GOLIGOSKI,2011-2012,DAL,none,none,71,1616.77,1.5,11
ALEX.OVECHKIN,2011-2012,WSH,none,none,92,1821.35,1.84,-10
ALEX.PICARD,2011-2012,PIT,none,none,17,223.42,1.5,65
ALEX.PIETRANGELO,2011-2012,STL,none,none,89,2205.32,3.1,-7
ALEX.RADULOV,2011-2012,NSH,none,none,17,319.18,0.14,65
ALEX.SEMIN,2011-2012,WSH,none,none,91,1537.43,1.37,-9
ALEX.STEEN,2011-2012,STL,none,none,52,1010.5,2.79,30
ALEX.SULZER,2011-2012,BUF,none,none,27,481.23,0.24,55
ALEX.TANGUAY,2011-2012,CGY,none,none,64,1218.92,0.76,18
ANDREAS.ENGQVIST,2011-2012,MTL,none,none,12,79.17,-0.55,70
ANDREAS.LILJA,2011-2012,PHI,none,none,56,769.28,-1.16,26
ANDREAS.NODL,2011-2012,CAR,none,none,60,702.82,0.05,22
ANDREI.KOSTITSYN,2011-2012,NSH,none,none,80,1212.37,0.81,2
ANDREI.LOKTIONOV,2011-2012,LAK,none,none,41,496.93,0,41
ANDREI.MARKOV,2011-2012,MTL,none,none,13,234.1,1.58,69
ANDREJ.MESZAROS,2011-2012,PHI,none,none,63,1300.63,-0.49,19
ANDREJ.SEKERA,2011-2012,BUF,none,none,69,1352.58,0.17,13
ANDREW.ALBERTS,2011-2012,VAN,none,none,44,629.05,-1.58,38
ANDREW.BRUNETTE,2011-2012,CHI,none,none,84,1137.12,0.22,-2
ANDREW.COGLIANO,2011-2012,ANA,none,none,82,1205.88,0.38,0
ANDREW.DESJARDINS,2011-2012,S.J,none,none,81,785.88,0.38,1
ANDREW.EBBETT,2011-2012,VAN,none,none,19,182.85,0.91,63
ANDREW.FERENCE,2011-2012,BOS,none,none,79,1510.87,-1.52,3
ANDREW.GORDON,2011-2012,ANA,none,none,37,401.63,-0.51,45
ANDREW.LADD,2011-2012,WPG,none,none,82,1604.4,0.37,0
ANDREW.MACDONALD,2011-2012,NYI,none,none,75,1753.12,-0.23,7
ANDREW.MURRAY,2011-2012,S.J,none,none,39,300.48,0.04,43
ANDREW.SHAW,2011-2012,CHI,none,none,40,604.43,1.19,42
ANDY.GREENE,2011-2012,NJD,none,none,80,1620.95,0.07,2
ANDY.MCDONALD,2011-2012,STL,none,none,34,646.45,2.03,48
ANDY.SUTTON,2011-2012,EDM,none,none,52,867.57,-0.44,30
ANTHONY.STEWART,2011-2012,CAR,none,none,77,625.6,-0.45,5
ANTOINE.VERMETTE,2011-2012,ARI,none,none,98,1699.92,1.1,-16
ANTON.BABCHUK,2011-2012,CGY,none,none,32,463.65,0.46,50
ANTON.LANDER,2011-2012,EDM,none,none,56,594.4,-0.47,26
ANTON.STRALMAN,2011-2012,NYR,none,none,73,1244.77,0.17,9
ANTON.VOLCHENKOV,2011-2012,NJD,none,none,96,1679.98,1.24,-14
ANTTI.MIETTINEN,2011-2012,WPG,none,none,45,526.82,-0.4,37
ANZE.KOPITAR,2011-2012,LAK,none,none,102,2190.75,1.75,-20
ARRON.ASHAM,2011-2012,PIT,none,none,67,603.03,-0.2,15
ARTEM.ANISIMOV,2011-2012,NYR,none,none,99,1493.95,0.27,-17
ARTURS.KULDA,2011-2012,WPG,none,none,9,97.83,0,73
BARRET.JACKMAN,2011-2012,STL,none,none,90,1845.1,-0.12,-8
BEN.EAGER,2011-2012,EDM,none,none,63,538.1,-0.62,19
BEN.LOVEJOY,2011-2012,PIT,none,none,36,471.58,-0.64,46
BEN.MAXWELL,2011-2012,WPG,none,none,15,101,-0.05,67
BENN.FERRIERO,2011-2012,S.J,none,none,35,421.73,0.4,47
BENOIT.POULIOT,2011-2012,BOS,none,none,81,992.18,1.22,1
BEN.SMITH,2011-2012,CHI,none,none,13,127.57,-0.63,69
B.J..CROMBEEN,2011-2012,STL,none,none,47,391.15,-0.09,35
BLAIR.JONES,2011-2012,TBL,CGY,none,43,488.42,0.23,39
BLAKE.COMEAU,2011-2012,CGY,none,none,74,1143.33,-0.5,8
BLAKE.GEOFFRION,2011-2012,NSH,none,none,35,386.42,-0.8,47
BLAKE.WHEELER,2011-2012,WPG,none,none,80,1526.03,1.56,2
BOBBY.BUTLER,2011-2012,OTT,none,none,59,680.95,-0.31,23
BOBBY.RYAN,2011-2012,ANA,none,none,82,1504.8,2.78,0
BOYD.GORDON,2011-2012,ARI,none,none,91,1479.47,0.87,-9
BRAD.BOYES,2011-2012,BUF,none,none,65,855.85,0.34,17
BRAD.MALONE,2011-2012,COL,none,none,9,90.38,1.82,73
BRAD.MARCHAND,2011-2012,BOS,none,none,83,1465.83,1.96,-1
BRAD.MILLS,2011-2012,NJD,none,none,24,168.08,-0.51,58
BRAD.RICHARDS,2011-2012,NYR,none,none,102,2105.67,0.67,-20
BRAD.RICHARDSON,2011-2012,LAK,none,none,72,870.32,0.79,10
BRAD.STAUBITZ,2011-2012,MIN,none,none,62,404.33,-0.85,20
BRAD.STUART,2011-2012,DET,none,none,86,1802.27,-0.56,-4
BRAD.WINCHESTER,2011-2012,S.J,none,none,68,529.78,-0.23,14
BRANDON.BOLLIG,2011-2012,CHI,none,none,22,130.08,-0.75,60
BRANDON.DUBINSKY,2011-2012,NYR,none,none,86,1383.05,1.1,-4
BRANDON.MCMILLAN,2011-2012,ANA,none,none,25,280.4,-2.76,57
BRANDON.PRUST,2011-2012,NYR,none,none,101,1222.1,-1.53,-19
BRANDON.SUTTER,2011-2012,CAR,none,none,82,1426.63,0.14,0
BRANDON.YIP,2011-2012,NSH,none,none,45,463.25,-0.27,37
BRAYDEN.MCNABB,2011-2012,BUF,none,none,25,445.97,0.36,57
BRAYDEN.SCHENN,2011-2012,PHI,none,none,65,919.7,-0.47,17
BRAYDON.COBURN,2011-2012,PHI,none,none,92,2084.3,-0.92,-10
BRENDAN.MIKKELSON,2011-2012,TBL,none,none,41,590.42,-0.16,41
BRENDAN.MORRISON,2011-2012,CHI,none,none,42,557.02,-0.14,40
BRENDAN.SMITH,2011-2012,DET,none,none,14,218.83,1.87,68
BRENDEN.MORROW,2011-2012,DAL,none,none,57,971.2,-0.63,25
BRENT.BURNS,2011-2012,S.J,none,none,86,1951.22,1.47,-4
BRENT.SEABROOK,2011-2012,CHI,none,none,84,2108.65,1.36,-2
BRETT.BULMER,2011-2012,MIN,none,none,9,99.28,0.73,73
BRETT.CLARK,2011-2012,TBL,none,none,82,1506.8,-0.51,0
BRETT.CONNOLLY,2011-2012,TBL,none,none,68,780.05,-0.25,14
BRETT.LEBDA,2011-2012,CBJ,none,none,30,494.3,-0.49,52
BRETT.SUTTER,2011-2012,CAR,none,none,15,113.6,0.05,67
BRIAN.BOYLE,2011-2012,NYR,none,none,99,1533.95,1.04,-17
BRIAN.CAMPBELL,2011-2012,FLA,none,none,89,2401.53,0.47,-7
BRIAN.GIONTA,2011-2012,MTL,none,none,31,602.48,1.67,51
BRIAN.LEE,2011-2012,OTT,TBL,none,55,854.4,-1.31,27
BRIAN.MCGRATTAN,2011-2012,NSH,none,none,30,159.6,0.22,52
BRIAN.ROLSTON,2011-2012,BOS,none,none,77,1103.38,-0.32,5
BRIAN.STRAIT,2011-2012,PIT,none,none,12,144.73,1.23,70
BROOKS.LAICH,2011-2012,WSH,none,none,96,1799.55,0.79,-14
BROOKS.ORPIK,2011-2012,PIT,none,none,79,1779.98,-0.26,3
BRUNO.GERVAIS,2011-2012,TBL,none,none,50,713.37,-0.28,32
BRYAN.ALLEN,2011-2012,CAR,none,none,82,1571.15,-0.88,0
BRYAN.BICKELL,2011-2012,CHI,none,none,77,962.3,-0.2,5
BRYAN.LITTLE,2011-2012,WPG,none,none,74,1496.1,0.37,8
BRYCE.SALVADOR,2011-2012,NJD,none,none,106,2195.13,-2.07,-24
BYRON.BITZ,2011-2012,VAN,none,none,11,107.83,0.07,71
CAL.CLUTTERBUCK,2011-2012,MIN,none,none,74,1210.38,-0.06,8
CAL.O'REILLY,2011-2012,ARI,PIT,none,33,421.12,-0.99,49
CAM.ATKINSON,2011-2012,CBJ,none,none,27,415.22,0.52,55
CAM.BARKER,2011-2012,EDM,none,none,25,459.02,-2.16,57
CAM.FOWLER,2011-2012,ANA,none,none,82,1907.37,0.52,0
CAM.JANSSEN,2011-2012,NJD,none,none,48,224.73,-0.46,34
CARL.GUNNARSSON,2011-2012,TOR,none,none,76,1649.43,0.67,6
CARL.HAGELIN,2011-2012,NYR,none,none,81,1247.78,0.69,1
CARLO.COLAIACOVO,2011-2012,STL,none,none,71,1340.2,0.55,11
CARSON.MCMILLAN,2011-2012,MIN,none,none,11,121.67,-0.97,71
CARTER.ASHTON,2011-2012,TOR,none,none,15,156.25,-1.75,67
CASEY.CIZIKAS,2011-2012,NYI,none,none,15,159.02,0.71,67
CASEY.WELLMAN,2011-2012,MIN,none,none,14,178.3,1.29,68
CHAD.LAROSE,2011-2012,CAR,none,none,67,1123.25,-0.06,15
CHAD.RAU,2011-2012,MIN,none,none,9,98,0.46,73
CHRIS.BUTLER,2011-2012,CGY,none,none,68,1469.33,0.29,14
CHRIS.CAMPOLI,2011-2012,MTL,none,none,43,739.63,0.48,39
CHRIS.CONNER,2011-2012,DET,none,none,8,84.5,0.51,74
CHRIS.HIGGINS,2011-2012,VAN,none,none,76,1236.23,-0.09,6
CHRIS.KELLY,2011-2012,BOS,none,none,89,1320.85,0.72,-7
CHRIS.KREIDER,2011-2012,NYR,none,none,18,236.73,2,64
CHRIS.KUNITZ,2011-2012,PIT,none,none,88,1616.05,2.51,-6
CHRIS.NEIL,2011-2012,OTT,none,none,79,1016.17,0.21,3
CHRIS.PHILLIPS,2011-2012,OTT,none,none,87,1679.63,-0.21,-5
CHRIS.PORTER,2011-2012,STL,none,none,47,488.47,0.19,35
CHRIS.PRONGER,2011-2012,PHI,none,none,13,292.18,0.19,69
CHRIS.STEWART,2011-2012,STL,none,none,86,1295.15,-0.01,-4
CHRIS.SUMMERS,2011-2012,ARI,none,none,21,261.47,1.33,61
CHRIS.TANEV,2011-2012,VAN,none,none,30,493.98,1.89,52
CHRIS.THORBURN,2011-2012,WPG,none,none,72,732.57,-0.03,10
CHRISTIAN.EHRHOFF,2011-2012,BUF,none,none,66,1521.82,1.25,16
CHUCK.KOBASEW,2011-2012,COL,none,none,58,687.22,-0.33,24
CLARKE.MACARTHUR,2011-2012,TOR,none,none,73,1156.62,0.81,9
CLAUDE.GIROUX,2011-2012,PHI,none,none,87,1884.88,3.25,-5
CLAYTON.STONER,2011-2012,MIN,none,none,51,897.32,1.05,31
CODY.ALMOND,2011-2012,MIN,none,none,10,102.13,-3.36,72
CODY.BASS,2011-2012,CBJ,none,none,14,127.22,-0.29,68
CODY.EAKIN,2011-2012,WSH,none,none,30,278.3,0.19,52
CODY.FRANSON,2011-2012,TOR,none,none,57,922.85,0.01,25
CODY.HODGSON,2011-2012,VAN,BUF,none,83,1147.27,0.71,-1
CODY.MCCORMICK,2011-2012,BUF,none,none,50,391.53,-0.28,32
CODY.MCLEOD,2011-2012,COL,none,none,75,539.55,-0.03,7
COLBY.ARMSTRONG,2011-2012,TOR,none,none,29,270.3,-0.57,53
COLIN.FRASER,2011-2012,LAK,none,none,85,806.58,0.46,-3
COLIN.GREENING,2011-2012,OTT,none,none,89,1376.37,-0.03,-7
COLIN.MCDONALD,2011-2012,PIT,none,none,5,42.35,-2.46,77
COLIN.STUART,2011-2012,BUF,none,none,2,12.38,-1.23,80
COLIN.WHITE,2011-2012,S.J,none,none,57,848.05,-0.04,25
COLIN.WILSON,2011-2012,NSH,none,none,72,1150.52,2.21,10
COLTEN.TEUBERT,2011-2012,EDM,none,none,24,303.4,-0.75,58
COLTON.GILLIES,2011-2012,MIN,CBJ,none,75,756.57,-1.61,7
COREY.PERRY,2011-2012,ANA,none,none,80,1710.35,2.29,2
COREY.POTTER,2011-2012,EDM,none,none,62,1236.75,-0.54,20
COREY.TROPP,2011-2012,BUF,none,none,34,342.95,-0.05,48
CORY.EMMERTON,2011-2012,DET,none,none,76,601.05,0.17,6
CORY.SARICH,2011-2012,CGY,none,none,62,998.73,0.33,20
CRAIG.ADAMS,2011-2012,PIT,none,none,87,968.62,0.08,-5
CRAIG.SMITH,2011-2012,NSH,none,none,74,1038.32,0.06,8
CURTIS.GLENCROSS,2011-2012,CGY,none,none,67,1207.13,2.3,15
DAINIUS.ZUBRUS,2011-2012,NJD,none,none,106,1967.28,1.14,-24
DALE.WEISE,2011-2012,VAN,none,none,70,563.35,0.04,12
DANA.TYRELL,2011-2012,TBL,none,none,26,273.38,0.35,56
DAN.BOYLE,2011-2012,S.J,none,none,86,2214.13,0.91,-4
DAN.CARCILLO,2011-2012,CHI,none,none,28,319.2,-0.47,54
DAN.GIRARDI,2011-2012,NYR,none,none,102,2689.53,-0.64,-20
DAN.HAMHUIS,2011-2012,VAN,none,none,87,2043.13,-0.15,-5
DANIEL.ALFREDSSON,2011-2012,OTT,none,none,79,1492.65,2.22,3
