player,season,team_one,team_two,team_three,games_played,toi,war_82,games_missed
JASON.POMINVILLE,2013-2014,MIN,none,none,95,1761.78,1.17,-13
JASON.SPEZZA,2013-2014,OTT,none,none,75,1364.5,-1.42,7
JASON.ZUCKER,2013-2014,MIN,none,none,21,272.73,-0.27,61
JAY.BEAGLE,2013-2014,WSH,none,none,62,696.58,0.29,20
JAY.BOUWMEESTER,2013-2014,STL,none,none,88,2127.13,0.62,-6
JAY.HARRISON,2013-2014,CAR,none,none,68,1130.6,-1.04,14
JAY.MCCLEMENT,2013-2014,TOR,none,none,81,1195.7,-1.87,1
JAY.ROSEHILL,2013-2014,PHI,none,none,34,168.03,-0.19,48
JAYSON.MEGNA,2013-2014,PIT,none,none,38,395.78,-0.11,44
JEAN-GABRIEL.PAGEAU,2013-2014,OTT,none,none,28,286.95,-0.44,54
JEAN-PHILIPPE.COTE,2013-2014,TBL,none,none,19,190.02,0.78,63
JEFF.CARTER,2013-2014,LAK,none,none,98,1839.27,2.74,-16
JEFF.HALPERN,2013-2014,ARI,none,none,69,709.68,0.14,13
JEFF.PETRY,2013-2014,EDM,none,none,80,1726.78,0.4,2
JEFF.SCHULTZ,2013-2014,LAK,none,none,7,131.98,-0.59,75
JEFF.SKINNER,2013-2014,CAR,none,none,71,1220.77,0.49,11
JEREMY.MORIN,2013-2014,CHI,none,none,26,232.8,1.83,56
JEREMY.WELSH,2013-2014,VAN,none,none,19,130.28,0.82,63
JERRED.SMITHSON,2013-2014,TOR,none,none,18,157.62,-2.19,64
JERRY.D'AMIGO,2013-2014,TOR,none,none,22,177.02,0.45,60
JESPER.FAST,2013-2014,NYR,none,none,14,153.17,1.11,68
JESSE.JOENSUU,2013-2014,EDM,none,none,42,391.5,-0.27,40
JESSE.WINCHESTER,2013-2014,FLA,none,none,52,662.33,0.46,30
JIMMY.HAYES,2013-2014,FLA,none,none,55,603.2,-0.75,27
JIM.SLATER,2013-2014,WPG,none,none,27,287.03,0.09,55
JIRI.HUDLER,2013-2014,CGY,none,none,75,1413.37,0.75,7
JIRI.TLUSTY,2013-2014,CAR,none,none,68,1031.5,0.22,14
JOAKIM.ANDERSSON,2013-2014,DET,none,none,66,907.08,-0.29,16
JOAKIM.NORDSTROM,2013-2014,CHI,none,none,23,246.52,-0.32,59
JOE.COLBORNE,2013-2014,CGY,none,none,80,1141.33,-0.67,2
JOE.CORVO,2013-2014,OTT,none,none,25,438.05,0.07,57
JOEL.WARD,2013-2014,WSH,none,none,82,1317.83,1.36,0
JOE.PAVELSKI,2013-2014,S.J,none,none,89,1771.53,2.16,-7
JOE.PISKULA,2013-2014,NSH,none,none,2,24.35,-0.41,80
JOE.THORNTON,2013-2014,S.J,none,none,89,1687.6,2.83,-7
JOE.VITALE,2013-2014,PIT,none,none,66,702.45,-0.37,16
JOEY.CRABB,2013-2014,FLA,none,none,9,129.42,-1.64,73
JOFFREY.LUPUL,2013-2014,TOR,none,none,69,1273.25,-0.97,13
JOHAN.FRANZEN,2013-2014,DET,none,none,59,1047.77,1,23
JOHAN.LARSSON,2013-2014,BUF,none,none,28,376.68,-0.15,54
JOHAN.SUNDSTROM,2013-2014,NYI,none,none,11,95.32,0.15,71
JOHN.CARLSON,2013-2014,WSH,none,none,82,2010.37,0.04,0
JOHN.ERSKINE,2013-2014,WSH,none,none,37,577.07,-0.71,45
JOHN.MCCARTHY,2013-2014,S.J,none,none,36,398.05,0.25,46
JOHN-MICHAEL.LILES,2013-2014,CAR,none,none,41,805.83,0.42,41
JOHN.MITCHELL,2013-2014,COL,none,none,75,1220.37,-0.52,7
JOHN.MOORE,2013-2014,NYR,none,none,95,1439.55,0.15,-13
JOHNNY.BOYCHUK,2013-2014,BOS,none,none,87,1856.85,0.9,-5
JOHNNY.ODUYA,2013-2014,CHI,none,none,96,1964.23,0.56,-14
JOHN.PERSSON,2013-2014,NYI,none,none,10,120.37,2.3,72
JOHN.SCOTT,2013-2014,BUF,none,none,56,378.27,-1.65,26
JOHN.TAVARES,2013-2014,NYI,none,none,59,1252.3,0.4,23
JONAS.BRODIN,2013-2014,MIN,none,none,92,2195.45,-0.44,-10
JONATHAN.ERICSSON,2013-2014,DET,none,none,48,1019.83,0.03,34
JONATHAN.HUBERDEAU,2013-2014,FLA,none,none,69,1080.88,1.28,13
JONATHAN.TOEWS,2013-2014,CHI,none,none,95,1967.97,4.97,-13
JONATHON.BLUM,2013-2014,MIN,none,none,15,174.97,0.87,67
JON.MERRILL,2013-2014,NJD,none,none,52,999.77,-0.35,30
JORDAN.CARON,2013-2014,BOS,none,none,42,437.7,-1.43,40
JORDAN.EBERLE,2013-2014,EDM,none,none,80,1563.78,-0.06,2
JORDAN.LEOPOLD,2013-2014,STL,none,none,33,521.2,0.97,49
JORDAN.NOLAN,2013-2014,LAK,none,none,67,600.48,-0.34,15
JORDAN.SCHROEDER,2013-2014,VAN,none,none,25,300.28,0.1,57
JORDAN.STAAL,2013-2014,CAR,none,none,82,1553.88,1.77,0
JORDAN.SZWARZ,2013-2014,ARI,none,none,26,224.82,0,56
JORDIE.BENN,2013-2014,DAL,none,none,84,1625.77,0.09,-2
JORDIN.TOOTOO,2013-2014,DET,none,none,11,76.83,-0.89,71
JOSH.BAILEY,2013-2014,NYI,none,none,77,1219.78,1.45,5
JOSH.GORGES,2013-2014,MTL,none,none,83,1800.53,-0.13,-1
JOSH.LEIVO,2013-2014,TOR,none,none,7,69.02,0.7,75
J.T..BROWN,2013-2014,TBL,none,none,67,881.12,0.47,15
J.T..MILLER,2013-2014,NYR,none,none,34,380.67,0.05,48
JULIEN.BROUILLETTE,2013-2014,WSH,none,none,10,155.52,-3.61,72
JUSSI.JOKINEN,2013-2014,PIT,none,none,94,1476.1,2.3,-12
JUSTIN.ABDELKADER,2013-2014,DET,none,none,75,1148.88,0.34,7
JUSTIN.BRAUN,2013-2014,S.J,none,none,89,1862.12,0.17,-7
JUSTIN.FALK,2013-2014,NYR,none,none,21,250.57,-1.87,61
JUSTIN.FAULK,2013-2014,CAR,none,none,76,1779.28,-0.58,6
JUSTIN.FLOREK,2013-2014,BOS,none,none,10,118.35,1.8,72
JUSTIN.FONTAINE,2013-2014,MIN,none,none,75,908.93,0.12,7
JUSTIN.SCHULTZ,2013-2014,EDM,none,none,74,1726.3,-1.81,8
JUSTIN.WILLIAMS,2013-2014,LAK,none,none,108,1827.45,2.48,-26
KARL.ALZNER,2013-2014,WSH,none,none,82,1683.88,0.78,0
KARL.STOLLERY,2013-2014,COL,none,none,2,13.02,0,80
KEATON.ELLERBY,2013-2014,WPG,none,none,51,709.35,1.51,31
KEITH.AULIE,2013-2014,TBL,none,none,16,159.72,-1.54,66
KEITH.BALLARD,2013-2014,MIN,none,none,48,644.68,0.31,34
KEITH.YANDLE,2013-2014,ARI,none,none,82,1979.98,0.95,0
KENNY.AGOSTINO,2013-2014,CGY,none,none,8,88.73,1.44,74
KEVAN.MILLER,2013-2014,BOS,none,none,58,1034.4,-0.49,24
KEVIN.BIEKSA,2013-2014,VAN,none,none,76,1730.83,-0.22,6
KEVIN.CONNAUTON,2013-2014,DAL,none,none,40,594.83,-0.08,42
KEVIN.CZUCZMAN,2013-2014,NYI,none,none,13,254.07,-1.01,69
KEVIN.KLEIN,2013-2014,NYR,none,none,102,1666.63,0.3,-20
KEVIN.PORTER,2013-2014,BUF,none,none,12,139.5,0.55,70
KEVIN.SHATTENKIRK,2013-2014,STL,none,none,87,1820,0.55,-5
KEVIN.WESTGARTH,2013-2014,CGY,none,none,48,311.68,-0.72,34
KIMMO.TIMONEN,2013-2014,PHI,none,none,84,1705.5,2.07,-2
KRIS.LETANG,2013-2014,PIT,none,none,50,1210.9,0.34,32
KRIS.RUSSELL,2013-2014,CGY,none,none,68,1573.15,-0.16,14
KRIS.VERSTEEG,2013-2014,CHI,none,none,96,1350.1,0.08,-14
KRYS.BARCH,2013-2014,FLA,none,none,55,328.75,-0.75,27
KYLE.BRODZIAK,2013-2014,MIN,none,none,93,1472.83,-1.01,-11
KYLE.CHIPCHURA,2013-2014,ARI,none,none,80,777.43,0.01,2
KYLE.CLIFFORD,2013-2014,LAK,none,none,95,956.23,-0.35,-13
KYLE.OKPOSO,2013-2014,NYI,none,none,71,1449.8,1.41,11
KYLE.PALMIERI,2013-2014,ANA,none,none,80,939.75,-0.02,2
KYLE.QUINCEY,2013-2014,DET,none,none,87,1813.1,-0.11,-5
KYLE.TURRIS,2013-2014,OTT,none,none,82,1534.43,0.19,0
LADISLAV.SMID,2013-2014,EDM,CGY,none,73,1323.45,-2.11,9
LANCE.BOUMA,2013-2014,CGY,none,none,78,983.33,-0.27,4
LARS.ELLER,2013-2014,MTL,none,none,94,1508.82,0.77,-12
LAURI.KORPIKOSKI,2013-2014,ARI,none,none,64,1028.22,-0.86,18
LEE.STEMPNIAK,2013-2014,PIT,none,none,86,1543.42,-0.2,-4
LINDEN.VEY,2013-2014,LAK,none,none,18,218.4,0,64
LINUS.OMARK,2013-2014,BUF,none,none,14,175.07,2.64,68
LOGAN.COUTURE,2013-2014,S.J,none,none,72,1361.15,5.24,10
LOUI.ERIKSSON,2013-2014,BOS,none,none,73,1219.95,1.21,9
LOUIS.LEBLANC,2013-2014,MTL,none,none,8,78.97,0.2,74
LUBOMIR.VISNOVSKY,2013-2014,NYI,none,none,24,492.37,2.97,58
LUCA.SBISA,2013-2014,ANA,none,none,32,540.37,-1.08,50
LUKE.ADAM,2013-2014,BUF,none,none,12,154,0.62,70
LUKE.GAZDIC,2013-2014,EDM,none,none,67,388.67,-0.92,15
LUKE.GLENDENING,2013-2014,DET,none,none,61,850.1,-0.38,21
LUKE.SCHENN,2013-2014,PHI,none,none,86,1428.15,-0.66,-4
MAGNUS.PAAJARVI,2013-2014,STL,none,none,55,563.62,0.66,27
MANNY.MALHOTRA,2013-2014,CAR,none,none,69,800.07,-0.61,13
MARC-ANDRE.CLICHE,2013-2014,COL,none,none,83,902.67,-1.21,-1
MARC-EDOUARD.VLASIC,2013-2014,S.J,none,none,86,1762.85,2.89,-4
MARCEL.GOC,2013-2014,PIT,none,none,83,1312.38,-0.12,-1
MARC.METHOT,2013-2014,OTT,none,none,75,1630.58,-0.8,7
MARCO.SCANDELLA,2013-2014,MIN,none,none,89,1708.8,1.01,-7
MARC.STAAL,2013-2014,NYR,none,none,97,2023.63,0,-15
MARCUS.FOLIGNO,2013-2014,BUF,none,none,74,1114.62,-0.22,8
MARCUS.JOHANSSON,2013-2014,WSH,none,none,80,1403.07,-0.05,2
MARCUS.KRUGER,2013-2014,CHI,none,none,100,1421.27,0.45,-18
MAREK.ZIDLICKY,2013-2014,NJD,none,none,81,1753.63,-0.08,1
MARIAN.GABORIK,2013-2014,LAK,none,none,67,1159.57,1.2,15
MARIAN.HOSSA,2013-2014,CHI,none,none,91,1703.58,0.5,-9
MARK.ARCOBELLO,2013-2014,EDM,none,none,41,618.02,0.4,41
MARK.BARBERIO,2013-2014,TBL,none,none,51,732.38,-0.19,31
MARK.BOROWIECKI,2013-2014,OTT,none,none,13,163.58,-1.01,69
MARK.FAYNE,2013-2014,NJD,none,none,72,1318.42,0.59,10
MARK.FISTRIC,2013-2014,ANA,none,none,39,590.92,0.19,43
MARK.FRASER,2013-2014,TOR,EDM,none,42,645.57,-0.59,40
MARK.GIORDANO,2013-2014,CGY,none,none,64,1614.97,1.78,18
MARK.LETESTU,2013-2014,CBJ,none,none,88,1305.72,-0.15,-6
MARK.PYSYK,2013-2014,BUF,none,none,44,863.37,-0.2,38
MARK.SCHEIFELE,2013-2014,WPG,none,none,63,1030.57,0.53,19
MARK.STONE,2013-2014,OTT,none,none,19,274.07,2.98,63
MARK.STREIT,2013-2014,PHI,none,none,89,1832.55,0.45,-7
MARK.STUART,2013-2014,WPG,none,none,69,1285.82,-0.44,13
MARKUS.GRANLUND,2013-2014,CGY,none,none,7,84.58,-0.82,75
MARK.VAN GUILDER,2013-2014,NSH,none,none,1,8.45,0,81
MARTIN.ERAT,2013-2014,WSH,ARI,none,70,1027.08,-0.01,12
MARTIN.HANZAL,2013-2014,ARI,none,none,65,1214.32,0.15,17
MARTIN.MARINCIN,2013-2014,EDM,none,none,44,843.17,-0.07,38
MARTIN.ST. LOUIS,2013-2014,NYR,none,none,106,2177.77,0.91,-24
MARTY.HAVLAT,2013-2014,S.J,none,none,49,718.57,0.32,33
MASON.RAYMOND,2013-2014,TOR,none,none,82,1422.17,-0.16,0
MATHEW.DUMBA,2013-2014,MIN,none,none,9,114.72,2,73
MATHIEU.PERREAULT,2013-2014,ANA,none,none,80,1095.5,0.98,2
MATS.ZUCCARELLO,2013-2014,NYR,none,none,102,1761.63,2.16,-20
MATT.BARTKOWSKI,2013-2014,BOS,none,none,72,1413.13,0.35,10
MATT.BELESKEY,2013-2014,ANA,none,none,60,756.73,0.04,22
MATT.CALVERT,2013-2014,CBJ,none,none,62,1007.28,0.13,20
MATT.CARKNER,2013-2014,NYI,none,none,53,635.47,-0.6,29
MATT.CARLE,2013-2014,TBL,none,none,86,1920.03,-0.17,-4
MATT.COOKE,2013-2014,MIN,none,none,88,1359.23,0.07,-6
MATT.CULLEN,2013-2014,NSH,none,none,77,1193.18,0.73,5
MATT.D'AGOSTINI,2013-2014,PIT,BUF,none,57,846.57,0.3,25
MATT.DONOVAN,2013-2014,NYI,none,none,52,939.6,-0.85,30
MATT.DUCHENE,2013-2014,COL,none,none,73,1353.75,2.75,9
MATT.ELLIS,2013-2014,BUF,none,none,50,473.57,-0.05,32
MATT.FRASER,2013-2014,BOS,none,none,18,180.48,-0.27,64
MATT.FRATTIN,2013-2014,LAK,none,none,44,528.53,1.08,38
MATT.GILROY,2013-2014,FLA,none,none,16,260.03,0.2,66
MATT.GREENE,2013-2014,LAK,none,none,58,892.97,-0.06,24
MATT.HALISCHUK,2013-2014,WPG,none,none,46,521.43,0.07,36
MATT.HENDRICKS,2013-2014,NSH,EDM,none,77,980.83,-0.72,5
MATTHEW.NIETO,2013-2014,S.J,none,none,19,225.23,1.21,63
MATTIAS.EKHOLM,2013-2014,NSH,none,none,62,1042.63,0.44,20
MATTIAS.TEDENBY,2013-2014,NJD,none,none,15,150.35,-0.93,67
MATT.IRWIN,2013-2014,S.J,none,none,64,1206.08,-0.27,18
MATT.KASSIAN,2013-2014,OTT,none,none,33,146.45,-0.89,49
MATT.MARTIN,2013-2014,NYI,none,none,79,940.02,-0.9,3
MATT.MOULSON,2013-2014,MIN,none,none,85,1497.68,1.32,-3
MATT.NIETO,2013-2014,S.J,none,none,54,804.22,0.14,28
MATT.NISKANEN,2013-2014,PIT,none,none,94,1983.4,0.85,-12
MATT.PELECH,2013-2014,S.J,none,none,6,23.57,-0.55,76
MATT.READ,2013-2014,PHI,none,none,82,1543.37,0.21,0
MATT.STAJAN,2013-2014,CGY,none,none,63,1157.58,0.09,19
MATT.TAORMINA,2013-2014,TBL,none,none,7,93.78,0.23,75
MAXIM.LAPIERRE,2013-2014,STL,none,none,77,891.57,-0.36,5
MAX.PACIORETTY,2013-2014,MTL,none,none,90,1678.22,0.68,-8
MAX.REINHART,2013-2014,CGY,none,none,8,85.62,-0.31,74
MAX.TALBOT,2013-2014,COL,none,none,88,1428.8,-0.91,-6
MICHAEL.BOURNIVAL,2013-2014,MTL,none,none,69,719.48,-0.05,13
MICHAEL.CHAPUT,2013-2014,CBJ,none,none,17,151.2,-1.11,65
MICHAEL.DEL ZOTTO,2013-2014,NYR,NSH,none,67,1152.92,-0.23,15
MICHAEL.FROLIK,2013-2014,WPG,none,none,81,1350.52,0.68,1
MICHAEL.GRABNER,2013-2014,NYI,none,none,64,908.37,-0.94,18
MICHAEL.KOSTKA,2013-2014,TBL,none,none,31,482.72,-0.56,51
MICHAEL.LATTA,2013-2014,WSH,none,none,17,131.08,0.1,65
MICHAEL.RAFFL,2013-2014,PHI,none,none,75,971.5,0.58,7
MICHAEL.RYDER,2013-2014,NJD,none,none,82,1294.15,0.06,0
MICHAEL.STONE,2013-2014,ARI,none,none,70,1274.45,-1.23,12
MICHAL.HANDZUS,2013-2014,CHI,none,none,78,1056.82,-0.54,4
MICHAL.ROZSIVAL,2013-2014,CHI,none,none,59,997.98,0.49,23
MIKAEL.BACKLUND,2013-2014,CGY,none,none,76,1408.68,1.29,6
MIKAEL.GRANLUND,2013-2014,MIN,none,none,76,1325.75,0.42,6
MIKAEL.SAMUELSSON,2013-2014,DET,none,none,26,269.17,0.85,56
MIKA.ZIBANEJAD,2013-2014,OTT,none,none,69,986.63,1.06,13
MIKE.BLUNDEN,2013-2014,MTL,none,none,7,42.93,-2.11,75
MIKE.BROWN,2013-2014,S.J,none,none,62,441.72,-0.44,20
MIKE.CAMMALLERI,2013-2014,CGY,none,none,63,1250.23,1.86,19
MIKE.FISHER,2013-2014,NSH,none,none,75,1481.7,0.8,7
MIKE.GREEN,2013-2014,WSH,none,none,70,1591.08,-0.76,12
MIKE.HALMO,2013-2014,NYI,none,none,20,189.83,0.86,62
MIKE.HOFFMAN,2013-2014,OTT,none,none,25,329.63,0.62,57
MIKE.KOMISAREK,2013-2014,CAR,none,none,32,374.28,-0.31,50
MIKE.MOTTAU,2013-2014,FLA,none,none,8,101.32,-1.64,74
MIKE.RIBEIRO,2013-2014,ARI,none,none,80,1439.48,0.12,2
MIKE.RICHARDS,2013-2014,LAK,none,none,108,1796.3,-0.02,-26
MIKE.RUPP,2013-2014,MIN,none,none,13,80.72,-0.63,69
MIKE.SANTORELLI,2013-2014,VAN,none,none,49,909.67,0.59,33
MIKE.SISLO,2013-2014,NJD,none,none,14,123.95,0.7,68
MIKE.WEAVER,2013-2014,MTL,none,none,89,1595.3,0.09,-7
MIKE.WEBER,2013-2014,BUF,none,none,68,1211.57,-1.54,14
MIKHAIL.GRABOVSKI,2013-2014,WSH,none,none,58,913.62,0.03,24
MIKHAIL.GRIGORENKO,2013-2014,BUF,none,none,18,205.73,-0.87,64
MIKKEL.BOEDKER,2013-2014,ARI,none,none,82,1428.02,0.39,0
MIKKO.KOIVU,2013-2014,MIN,none,none,78,1627.57,1.79,4
MILAN.LUCIC,2013-2014,BOS,none,none,92,1611.42,0.1,-10
MILAN.MICHALEK,2013-2014,OTT,none,none,82,1441.12,-0.14,0
MORGAN.RIELLY,2013-2014,TOR,none,none,73,1287.3,-0.25,9
NAIL.YAKUPOV,2013-2014,EDM,none,none,63,901.78,0.27,19
NATE.GUENIN,2013-2014,COL,none,none,75,1286.88,-0.09,7
NATE.PROSSER,2013-2014,MIN,none,none,63,895.15,-0.72,19
NATE.SCHMIDT,2013-2014,WSH,none,none,29,542.13,0.17,53
NATE.THOMPSON,2013-2014,TBL,none,none,85,1088.4,0.39,-3
NATHAN.BEAULIEU,2013-2014,MTL,none,none,24,300.25,-0.24,58
NATHAN.GERBE,2013-2014,CAR,none,none,81,1328.5,0.67,1
NATHAN.HORTON,2013-2014,CBJ,none,none,35,556.48,-0.23,47
NATHAN.MACKINNON,2013-2014,COL,none,none,89,1566.15,0.26,-7
NAZEM.KADRI,2013-2014,TOR,none,none,78,1356.43,0.27,4
NICK.BJUGSTAD,2013-2014,FLA,none,none,76,1232.65,-0.41,6
NICK.BONINO,2013-2014,ANA,none,none,90,1480.25,0.85,-8
NICK.DRAZENOVIC,2013-2014,PIT,none,none,1,10.3,-4.92,81
NICK.FOLIGNO,2013-2014,CBJ,none,none,74,1183.83,0.44,8
NICK.HOLDEN,2013-2014,COL,none,none,61,1163.85,0.42,21
NICK.JOHNSON,2013-2014,BOS,none,none,9,87.33,0.64,73
NICKLAS.BACKSTROM,2013-2014,WSH,none,none,82,1624.08,0.25,0
NICKLAS.GROSSMANN,2013-2014,PHI,none,none,82,1556.45,-0.41,0
NICKLAS.JENSEN,2013-2014,VAN,none,none,17,265.85,-0.34,65
NICK.LEDDY,2013-2014,CHI,none,none,100,1626.45,0.49,-18
NICK.SCHULTZ,2013-2014,CBJ,none,none,71,1144.98,0.17,11
NICK.SPALING,2013-2014,NSH,none,none,71,1137.42,-0.22,11
NICOLAS.DESLAURIERS,2013-2014,BUF,none,none,17,223.42,-2.12,65
NIKITA.KUCHEROV,2013-2014,TBL,none,none,54,705.18,1.38,28
NIKITA.NIKITIN,2013-2014,CBJ,none,none,71,1211.3,-0.6,11
NIKITA.ZADOROV,2013-2014,BUF,none,none,7,120.2,-3.28,75
NIKLAS.HJALMARSSON,2013-2014,CHI,none,none,100,2159.9,0.03,-18
NIKLAS.KRONWALL,2013-2014,DET,none,none,84,2050.55,0.17,-2
NIKOLAY.KULEMIN,2013-2014,TOR,none,none,70,1135.1,1.1,12
NINO.NIEDERREITER,2013-2014,MIN,none,none,94,1332.32,0.72,-12
OLIVER.EKMAN-LARSSON,2013-2014,ARI,none,none,80,2070.9,0.29,2
OLLI.JOKINEN,2013-2014,WPG,none,none,82,1395.92,-0.26,0
OLLI.MAATTA,2013-2014,PIT,none,none,91,1677.9,0.53,-9
ONDREJ.PALAT,2013-2014,TBL,none,none,84,1514.92,0.79,-2
OSCAR.KLEFBOM,2013-2014,EDM,none,none,17,268.55,-0.34,65
P.A..PARENTEAU,2013-2014,COL,none,none,62,1057.48,1.63,20
PASCAL.DUPUIS,2013-2014,PIT,none,none,39,690.2,1.35,43
PATRICE.BERGERON,2013-2014,BOS,none,none,92,1675.62,3.2,-10
PATRIC.HORNQVIST,2013-2014,NSH,none,none,76,1281.25,1.41,6
PATRICK.BORDELEAU,2013-2014,COL,none,none,89,604.8,-0.14,-7
PATRICK.DWYER,2013-2014,CAR,none,none,75,1098.8,0.47,7
PATRICK.EAVES,2013-2014,DET,none,none,30,337.78,0.19,52
PATRICK.KANE,2013-2014,CHI,none,none,88,1759.05,1.06,-6
PATRICK.MARLEAU,2013-2014,S.J,none,none,89,1823.58,1.23,-7
PATRICK.MAROON,2013-2014,ANA,none,none,75,933.05,0.7,7
PATRICK.SHARP,2013-2014,CHI,none,none,101,1901.07,0.47,-19
PATRICK.WEY,2013-2014,WSH,none,none,9,131.27,-0.73,73
PATRICK.WIERCIOCH,2013-2014,OTT,none,none,53,867.5,0.31,29
PATRIK.BERGLUND,2013-2014,STL,none,none,82,1321.78,-0.22,0
PATRIK.ELIAS,2013-2014,NJD,none,none,65,1162.17,-0.08,17
PATRIK.NEMETH,2013-2014,DAL,none,none,13,186.5,-0.95,69
PAUL.BISSONNETTE,2013-2014,ARI,none,none,39,185.13,0.59,43
PAUL.BYRON,2013-2014,CGY,none,none,47,678.82,0.14,35
PAUL.CAREY,2013-2014,COL,none,none,15,88.52,0.33,67
PAUL.GAUSTAD,2013-2014,NSH,none,none,75,1035.5,0.26,7
PAUL.MARTIN,2013-2014,PIT,none,none,52,1313.58,2.84,30
PAUL.POSTMA,2013-2014,WPG,none,none,20,322.62,-0.29,62
PAUL.RANGER,2013-2014,TOR,none,none,53,923.45,-0.57,29
PAUL.STASTNY,2013-2014,COL,none,none,78,1461.4,1.3,4
PAVEL.DATSYUK,2013-2014,DET,none,none,50,1018.03,2.36,32
PETER.HARROLD,2013-2014,NJD,none,none,33,616.02,0.57,49
PETER.HOLLAND,2013-2014,ANA,TOR,none,43,487.98,-1.26,39
PETER.REGIN,2013-2014,CHI,none,none,66,755.57,0.37,16
PHILIP.LARSEN,2013-2014,EDM,none,none,30,513.67,-0.74,52
PHILIP.SAMUELSSON,2013-2014,PIT,none,none,5,77.87,0.49,77
PHILIP.VARONE,2013-2014,BUF,none,none,9,102.67,0.09,73
PHIL.KESSEL,2013-2014,TOR,none,none,82,1694.63,-0.03,0
PIERRE-CEDRIC.LABRIE,2013-2014,TBL,none,none,13,89.38,-1.89,69
PIERRE-LUC.LETOURNEAU-LEBLOND,2013-2014,PIT,none,none,1,4.57,-1.64,81
PIERRE-MARC.BOUCHARD,2013-2014,NYI,none,none,28,390.53,-0.76,54
P.K..SUBBAN,2013-2014,MTL,none,none,99,2484.92,0.58,-17
QUINTON.HOWDEN,2013-2014,FLA,none,none,16,219.5,-0.77,66
RADEK.DVORAK,2013-2014,CAR,none,none,60,638.42,-1.48,22
RADEK.MARTINEK,2013-2014,NYI,none,none,13,201.18,-0.63,69
RADIM.VRBATA,2013-2014,ARI,none,none,80,1436.55,1.38,2
RADKO.GUDAS,2013-2014,TBL,none,none,76,1453.63,-0.62,6
RAFFI.TORRES,2013-2014,S.J,none,none,12,115.98,2.46,70
RAPHAEL.DIAZ,2013-2014,NYR,none,none,67,1190.52,0.65,15
RASMUS.RISTOLAINEN,2013-2014,BUF,none,none,34,649.97,-1.16,48
RAY.WHITNEY,2013-2014,DAL,none,none,74,1020.65,0.07,8
REID.BOUCHER,2013-2014,NJD,none,none,23,261.17,-0.89,59
REILLY.SMITH,2013-2014,BOS,none,none,94,1395.13,0.93,-12
RENE.BOURQUE,2013-2014,MTL,none,none,80,1142.95,0.24,2
RICHARD.PANIK,2013-2014,TBL,none,none,52,664.72,0.35,30
RICH.CLUNE,2013-2014,NSH,none,none,58,490.38,-0.48,24
RICH.PEVERLEY,2013-2014,DAL,none,none,62,953.92,0.45,20
RICKARD.RAKELL,2013-2014,ANA,none,none,22,254.83,1.57,60
RICK.NASH,2013-2014,NYR,none,none,90,1541.58,2.6,-8
RILEY.NASH,2013-2014,CAR,none,none,73,924.87,0.6,9
RILEY.SHEAHAN,2013-2014,DET,none,none,47,678.85,0.72,35
RJ.UMBERGER,2013-2014,CBJ,none,none,78,1248.1,0.02,4
ROBERT.BORTUZZO,2013-2014,PIT,none,none,62,941.72,0.89,20
ROB.KLINKHAMMER,2013-2014,ARI,none,none,72,818.45,1.09,10
ROB.SCUDERI,2013-2014,PIT,none,none,66,1233.57,-0.83,16
ROBYN.REGEHR,2013-2014,LAK,none,none,87,1635.18,-0.57,-5
ROMAN.JOSI,2013-2014,NSH,none,none,72,1899.98,2.31,10
ROMAN.POLAK,2013-2014,STL,none,none,78,1360.03,-0.73,4
RON.HAINSEY,2013-2014,CAR,none,none,82,1758,0.8,0
ROSTISLAV.KLESLA,2013-2014,ARI,none,none,25,387.7,-1.02,57
ROSTISLAV.OLESZ,2013-2014,NJD,none,none,10,114.2,0.33,72
RYAN.CALLAHAN,2013-2014,TBL,none,none,69,1294.93,0.23,13
RYAN.CARTER,2013-2014,NJD,none,none,62,702.35,0.24,20
RYANE.CLOWE,2013-2014,NJD,none,none,43,693.57,-0.38,39
RYAN.ELLIS,2013-2014,NSH,none,none,80,1285.38,0.83,2
RYAN.GARBUTT,2013-2014,DAL,none,none,81,1051.55,0.26,1
RYAN.GETZLAF,2013-2014,ANA,none,none,89,1896.1,2.26,-7
RYAN.JOHANSEN,2013-2014,CBJ,none,none,88,1561.28,1.28,-6
RYAN.JONES,2013-2014,EDM,none,none,52,511.73,-0.9,30
RYAN.KESLER,2013-2014,VAN,none,none,77,1679.78,1.99,5
RYAN.MALONE,2013-2014,TBL,none,none,57,671.45,0.3,25
RYAN.MCDONAGH,2013-2014,NYR,none,none,102,2579.37,1.67,-20
RYAN.MURPHY,2013-2014,CAR,none,none,48,877.7,-1.47,34
RYAN.MURRAY,2013-2014,CBJ,none,none,71,1425.1,-0.51,11
RYAN.NUGENT-HOPKINS,2013-2014,EDM,none,none,80,1631.37,0.35,2
RYAN.O'REILLY,2013-2014,COL,none,none,87,1742.03,1.17,-5
RYAN.REAVES,2013-2014,STL,none,none,69,573.72,-0.61,13
RYAN.SMYTH,2013-2014,EDM,none,none,72,1110.53,-0.26,10
RYAN.SPOONER,2013-2014,BOS,none,none,23,294.63,-0.07,59
RYAN.STANTON,2013-2014,VAN,none,none,64,941.57,0.19,18
RYAN.STOA,2013-2014,WSH,none,none,3,27.25,0.82,79
RYAN.STROME,2013-2014,NYI,none,none,37,562,0.73,45
