player,team,season,status,position_new,cap_hit,total_games_missed_injury,total_chip
 COLTON.PARAYKO,STL,2015-2016,active,D,0.99125,3,36.265243901999995
 COLTON.PARAYKO,STL,2016-2017,active,D,0.85875,1,10.472560976
 COLTON.SCEVIOUR,DAL,2014-2015,active,F,0.65,2,15.853658537
 COLTON.SCEVIOUR,DAL,2015-2016,active,F,0.65,1,7.926829268
 COLTON.SCEVIOUR,FLA,2016-2017,active,F,0.95,2,23.170731707
 COLTON.SCEVIOUR,FLA,2017-2018,active,F,0.95,6,69.512195122
 COLTON.SISSONS,NSH,2016-2017,active,F,0.625,8,60.975609757
 COLTON.SISSONS,NSH,2017-2018,active,F,0.625,1,7.62195122
 CONNOR.BRICKLEY,FLA,2017-2018,active,F,0.75,3,27.43902439
 CONNOR.CARRICK,TOR,2016-2017,active,D,0.75,11,100.609756098
 CONNOR.CARRICK,TOR,2017-2018,active,D,0.75,2,18.292682927
 CONNOR.MCDAVID,EDM,2015-2016,active,F,3.775,37,1703.353658537
 CONNOR.MURPHY,ARI/PHX,2014-2015,active,D,1.075833,3,39.359743902000005
 CONNOR.MURPHY,ARI/PHX,2015-2016,active,D,1.075833,1,13.119914634
 CONNOR.MURPHY,ARI/PHX,2016-2017,active,D,3.85,3,140.853658537
 CONOR.SHEARY,PIT,2016-2017,active,F,0.925,20,225.609756097
 CONOR.SHEARY,PIT,2017-2018,active,F,3,3,109.756097561
 COREY.CRAWFORD,CHI,2010-2011,active,G,0.8,3,29.268292683
 COREY.CRAWFORD,CHI,2012-2013,active,G,2.667,3,97.573170732
 COREY.CRAWFORD,CHI,2013-2014,active,G,2.666667,10,325.203292683
 COREY.CRAWFORD,CHI,2014-2015,active,G,6,13,951.219512196
 COREY.CRAWFORD,CHI,2015-2016,active,G,6,10,731.707317073
 COREY.CRAWFORD,CHI,2016-2017,active,G,6,11,804.87804878
 COREY.CRAWFORD,CHI,2017-2018,active,G,6,50,3658.536585366
 COREY.PERRY,ANA,2011-2012,active,F,5.325,2,129.87804878
 COREY.PERRY,ANA,2014-2015,active,F,8.625,15,1577.743902439
 COREY.PERRY,ANA,2017-2018,active,F,8.625,11,1157.012195122
 COREY.POTTER,CGY,2014-2015,active,D,0.7,10,85.365853659
 COREY.POTTER,EDM,2011-2012,active,D,0.525,18,115.243902439
 COREY.POTTER,EDM,2012-2013,active,D,0.775,2,18.902439024
 COREY.POTTER,EDM,2013-2014,active,D,0.775,24,226.829268292
 COREY.TROPP,BUF,2011-2012,active,F,0.7,10,85.365853659
 COREY.TROPP,BUF,2013-2014,active,F,0.5775,15,105.640243902
 COREY.TROPP,CBJ,2014-2015,active,F,0.625,2,15.243902439
 CORY.EMMERTON,DET,2013-2014,active,F,0.533333,6,39.024365854
 CORY.SARICH,CGY,2009-2010,active,D,3.6,24,1053.658536585
 CORY.SARICH,CGY,2011-2012,active,D,3.6,4,175.609756098
 CORY.SARICH,CGY,2012-2013,active,D,2,2,48.780487805
 CORY.SARICH,COL,2013-2014,active,D,2,16,390.243902439
 CORY.SCHNEIDER,NJD,2013-2014,active,G,4,3,146.341463415
 CORY.SCHNEIDER,NJD,2015-2016,active,G,6,11,804.87804878
 CORY.SCHNEIDER,NJD,2017-2018,active,G,6,20,1463.414634146
 CORY.SCHNEIDER,VAN,2012-2013,active,G,4,3,146.341463415
 CORY.STILLMAN,FLA,2009-2010,active,F,3.533,24,1034.048780488
 CORY.STILLMAN,FLA,2010-2011,active,F,3.533,16,689.365853658
 CRAIG.ADAMS,PIT,2014-2015,active,F,0.7,5,42.682926829
 CRAIG.ANDERSON,COL,2009-2010,active,G,1.813,4,88.43902439
 CRAIG.ANDERSON,COL,2010-2011,active,G,1.813,12,265.317073171
 CRAIG.ANDERSON,OTT,2011-2012,active,G,3.188,12,466.536585366
 CRAIG.ANDERSON,OTT,2012-2013,active,G,3.188,18,699.804878049
 CRAIG.ANDERSON,OTT,2013-2014,active,G,3.1875,7,272.103658537
 CRAIG.ANDERSON,OTT,2014-2015,active,G,3.1875,19,738.567073171
 CRAIG.ANDERSON,OTT,2015-2016,active,G,4.2,4,204.87804878
 CRAIG.ANDERSON,OTT,2016-2017,active,G,4.2,2,102.43902439
 CRAIG.ANDERSON,OTT,2017-2018,active,G,4.2,1,51.219512195
 CRAIG.CONROY,CGY,2009-2010,active,F,1.05,19,243.29268292700002
 CRAIG.CONROY,CGY,2010-2011,active,F,0.5,1,6.097560976
 CRAIG.RIVET,BUF,2009-2010,active,D,3.5,4,170.731707318
 CRAIG.RIVET,BUF,2010-2011,active,D,3.5,6,256.097560975
 CRAIG.SMITH,NSH,2011-2012,active,F,0.715,2,17.43902439
 CRAIG.SMITH,NSH,2013-2014,active,F,2,3,73.170731707
 CRAIG.SMITH,NSH,2016-2017,active,F,4.25,3,155.487804879
 CRAIG.SMITH,NSH,2017-2018,active,F,4.25,1,51.829268293
 CRISTOBAL.HUET,CHI,2009-2010,active,G,5.625,2,137.195121951
 CRISTOPHER.NILSTORP,DAL,2012-2013,active,G,1,4,48.780487805
 CURTIS.GLENCROSS,CGY,2009-2010,active,F,1.2,12,175.609756098
 CURTIS.GLENCROSS,CGY,2010-2011,active,F,1.2,1,14.634146341
 CURTIS.GLENCROSS,CGY,2011-2012,active,F,2.55,15,466.46341463500005
 CURTIS.GLENCROSS,CGY,2012-2013,active,F,2.55,8,248.780487805
 CURTIS.GLENCROSS,CGY,2013-2014,active,F,2.55,44,1368.292682927
 CURTIS.GLENCROSS,CGY,2014-2015,active,F,2.55,8,248.780487805
 CURTIS.LAZAR,CGY,2016-2017,active,F,1.254167,7,107.063036585
 CURTIS.LAZAR,OTT,2014-2015,active,F,1.254167,3,45.884158536
 CURTIS.LAZAR,OTT,2015-2016,active,F,1.285,6,94.024390244
 CURTIS.LAZAR,OTT,2016-2017,active,F,1.254167,5,76.47359756099999
 CURTIS.MCELHINNEY,CBJ,2013-2014,active,G,0.6,3,21.951219511999998
 CURTIS.MCELHINNEY,CBJ,2014-2015,active,G,0.65,2,15.853658537
 CURTIS.MCELHINNEY,CBJ,2015-2016,active,G,0.8,29,282.926829269
 CURTIS.MCELHINNEY,TOR,2017-2018,active,G,0.85,2,20.731707317
 CURTIS.MCKENZIE,DAL,2015-2016,active,F,0.675,14,115.243902439
 CURTIS.MCKENZIE,DAL,2016-2017,active,F,0.675,7,57.621951218999996
 CURTIS.SANFORD,CBJ,2011-2012,active,G,0.6,27,197.56097560900002
 D.J..KING,STL,2009-2010,active,F,0.533,42,273
 D.J..KING,WSH,2010-2011,active,F,0.638,15,116.707317073
 DAINIUS.ZUBRUS,NJD,2009-2010,active,F,3.4,31,1285.3658536579999
 DAINIUS.ZUBRUS,NJD,2010-2011,active,F,3.4,3,124.39024390200001
 DAINIUS.ZUBRUS,NJD,2012-2013,active,F,3.4,26,1078.048780488
 DAINIUS.ZUBRUS,NJD,2014-2015,active,F,3.1,8,302.43902439
 DAINIUS.ZUBRUS,SJS,2015-2016,active,F,0.6,7,51.219512195
 DALE.WEISE,MTL,2013-2014,active,F,0.75,6,54.87804878
 DALE.WEISE,MTL,2015-2016,active,F,1.025,5,62.5
 DALE.WEISE,VAN,2011-2012,active,F,0.605,5,36.890243902
 DALE.WEISE,VAN,2012-2013,active,F,0.615,5,37.5
 DALE.WEISE,VAN,2013-2014,active,F,0.75,10,91.463414634
 DALTON.PROUT,CBJ,2013-2014,active,D,0.666667,12,97.56102439
 DALTON.PROUT,CBJ,2014-2015,active,D,1.075,9,117.987804878
 DALTON.PROUT,CBJ,2016-2017,active,D,1.575,18,345.731707317
 DAMIEN.BRUNNER,DET,2012-2013,active,F,1.35,3,49.390243902
 DAMIEN.BRUNNER,NJD,2013-2014,active,F,2.5,17,518.292682927
 DAMON.SEVERSON,NJD,2014-2015,active,D,0.888333,31,335.833207317
 DAMON.SEVERSON,NJD,2015-2016,active,D,0.913333,3,33.414621951
 DAMON.SEVERSON,NJD,2016-2017,active,D,0.838333,1,10.223573171
 DAN.BOYLE,NYR,2014-2015,active,D,4.5,17,932.926829268
 DAN.BOYLE,SJS,2009-2010,active,D,6.667,6,487.829268293
 DAN.BOYLE,SJS,2010-2011,active,D,6.667,6,487.829268293
 DAN.BOYLE,SJS,2011-2012,active,D,6.667,1,81.304878049
 DAN.BOYLE,SJS,2012-2013,active,D,6.667,2,162.609756098
 DAN.BOYLE,SJS,2013-2014,active,D,6.666667,7,569.105719512
 DAN.CARCILLO,CHI,2011-2012,active,F,0.775,42,396.951219512
 DAN.CARCILLO,CHI,2012-2013,active,F,0.825,15,150.914634146
 DAN.CARCILLO,CHI,2014-2015,active,F,0.55,19,127.439024391
 DAN.CARCILLO,NYR,2013-2014,active,F,0.825,2,20.12195122
 DAN.CARCILLO,PHI,2010-2011,active,F,1.075,15,196.646341464
 DAN.CLEARY,DET,2009-2010,active,F,2.8,18,614.634146342
 DAN.CLEARY,DET,2010-2011,active,F,2.8,14,478.048780488
 DAN.CLEARY,DET,2011-2012,active,F,2.8,7,239.02439024400002
 DAN.CLEARY,DET,2013-2014,active,F,1.75,22,469.512195122
 DAN.ELLIS,ANA,2011-2012,active,G,1.5,46,841.463414634
 DAN.ELLIS,CAR,2012-2013,active,G,0.8,3,29.268292683
 DAN.ELLIS,FLA,2013-2014,active,G,0.9,1,10.975609756
 DAN.GIRARDI,NYR,2010-2011,active,D,3.325,2,81.097560976
 DAN.GIRARDI,NYR,2012-2013,active,D,3.325,2,81.097560976
 DAN.GIRARDI,NYR,2015-2016,active,D,5.5,8,536.585365854
 DAN.GIRARDI,NYR,2016-2017,active,D,5.5,17,1140.243902438
 DAN.GIRARDI,TBL,2017-2018,active,D,3,5,182.926829268
 DAN.HAMHUIS,DAL,2016-2017,active,D,3.75,1,45.731707317
 DAN.HAMHUIS,DAL,2017-2018,active,D,3.75,2,91.463414634
 DAN.HAMHUIS,NSH,2009-2010,active,D,2,4,97.56097561
 DAN.HAMHUIS,VAN,2010-2011,active,D,4.5,18,987.8048780480001
 DAN.HAMHUIS,VAN,2013-2014,active,D,4.5,2,109.756097561
 DAN.HAMHUIS,VAN,2014-2015,active,D,4.5,21,1152.43902439
 DAN.HAMHUIS,VAN,2015-2016,active,D,4.5,24,1317.073170731
 DAN.SEXTON,ANA,2010-2011,active,F,0.75,7,64.024390244
 DANA.TYRELL,TBL,2010-2011,active,F,0.846,1,10.317073171
 DANA.TYRELL,TBL,2011-2012,active,F,0.846,36,371.414634147
 DANIEL.ALFREDSSON,DET,2013-2014,active,F,5.5,14,939.024390245
 DANIEL.ALFREDSSON,OTT,2009-2010,active,F,4.875,12,713.4146341459999
 DANIEL.ALFREDSSON,OTT,2010-2011,active,F,4.875,28,1664.634146341
 DANIEL.ALFREDSSON,OTT,2011-2012,active,F,4.875,7,416.158536585
 DANIEL.ALFREDSSON,OTT,2012-2013,active,F,4.875,1,59.451219512
 DANIEL.BRIERE,COL,2014-2015,active,F,4,8,390.243902439
 DANIEL.BRIERE,MTL,2013-2014,active,F,4,10,487.804878049
 DANIEL.BRIERE,PHI,2009-2010,active,F,6.5,5,396.341463415
 DANIEL.BRIERE,PHI,2010-2011,active,F,6.5,2,158.536585366
 DANIEL.BRIERE,PHI,2011-2012,active,F,6.5,12,951.219512196
 DANIEL.BRIERE,PHI,2012-2013,active,F,6.5,14,1109.756097561
 DANIEL.CARR,MTL,2015-2016,active,F,0.875,29,309.451219512
 DANIEL.CATENACCI,BUF,2015-2016,active,F,0.806667,3,29.512207317
 DANIEL.PAILLE,BOS,2011-2012,active,F,1.075,9,117.98780487900001
 DANIEL.PAILLE,BOS,2012-2013,active,F,1.3,2,31.707317073
 DANIEL.PAILLE,BOS,2013-2014,active,F,1.3,10,158.536585366
 DANIEL.SEDIN,VAN,2009-2010,active,F,6.1,19,1413.414634146
 DANIEL.SEDIN,VAN,2011-2012,active,F,6.1,10,743.9024390239999
 DANIEL.SEDIN,VAN,2013-2014,active,F,6.1,9,669.512195122
 DANIEL.SEDIN,VAN,2017-2018,active,F,7,1,85.365853659
 DANIEL.WINNIK,ARI/PHX,2009-2010,active,F,0.6,7,51.219512195
 DANIEL.WINNIK,COL,2010-2011,active,F,0.95,1,11.585365854
 DANIEL.WINNIK,TOR,2014-2015,active,F,1.3,2,31.707317073
 DANIEL.WINNIK,TOR,2015-2016,active,F,2.25,4,109.75609756
 DANIIL.TARASOV,SJS,2014-2015,active,F,0.8,7,68.292682927
 DANNY.DEKEYSER,DET,2013-2014,active,D,1.35,16,263.41463414599997
 DANNY.DEKEYSER,DET,2014-2015,active,D,2.1875,2,53.353658537
 DANNY.DEKEYSER,DET,2015-2016,active,D,2.1875,4,106.707317073
 DANNY.DEKEYSER,DET,2017-2018,active,D,5,17,1036.585365854
 DANNY.SYVRET,PHI,2009-2010,active,D,0.575,15,105.182926829
 DANY.HEATLEY,ANA,2014-2015,active,F,1,24,292.682926829
 DANY.HEATLEY,MIN,2012-2013,active,F,7.5,12,1097.56097561
 DARCY.HORDICHUK,EDM,2011-2012,active,F,0.825,16,160.975609756
 DARCY.HORDICHUK,EDM,2012-2013,active,F,0.85,2,20.731707317
 DARCY.HORDICHUK,FLA,2010-2011,active,F,0.775,2,18.902439024
 DARCY.HORDICHUK,VAN,2009-2010,active,F,0.775,4,37.804878049
 DARCY.KUEMPER,MIN,2012-2013,active,G,0.9,3,32.926829268
 DARCY.KUEMPER,MIN,2013-2014,active,G,0.9,7,76.829268293
 DARCY.KUEMPER,MIN,2014-2015,active,G,1.25,7,106.707317073
 DARCY.KUEMPER,MIN,2015-2016,active,G,1.25,8,121.951219512
 DARCY.TUCKER,COL,2009-2010,active,F,2.25,9,246.95121951200002
 DARNELL.NURSE,EDM,2016-2017,active,D,1.713333,36,752.19497561
 DARREN.HELM,DET,2009-2010,active,F,0.599,6,43.829268293
 DARREN.HELM,DET,2011-2012,active,F,0.913,14,155.87804878100002
 DARREN.HELM,DET,2012-2013,active,F,2.125,47,1217.9878048780001
 DARREN.HELM,DET,2013-2014,active,F,2.125,40,1036.585365854
 DARREN.HELM,DET,2014-2015,active,F,2.125,7,181.402439024
 DARREN.HELM,DET,2015-2016,active,F,2.125,5,129.573170731
 DARREN.HELM,DET,2016-2017,active,F,3.85,32,1502.43902439
 DARREN.HELM,DET,2017-2018,active,F,3.85,7,328.65853658500004
 DARROLL.POWE,NYR,2012-2013,active,F,1.067,3,39.036585366
 DARROLL.POWE,PHI,2009-2010,active,F,0.52,18,114.146341463
 DARROLL.POWE,PHI,2010-2011,active,F,0.725,1,8.841463415
 DARRYL.BOYCE,TOR,2010-2011,active,F,0.528,1,6.43902439
 DARRYL.BOYCE,TOR,2011-2012,active,F,0.7,10,85.365853659
 DAVE.BOLLAND,CHI,2009-2010,active,F,3.375,43,1769.81707317
 DAVE.BOLLAND,CHI,2010-2011,active,F,3.375,21,864.3292682919999
 DAVE.BOLLAND,CHI,2011-2012,active,F,3.375,6,246.951219512
 DAVE.BOLLAND,CHI,2012-2013,active,F,3.375,13,535.060975609
 DAVE.BOLLAND,FLA,2014-2015,active,F,5.5,29,1945.12195122
 DAVE.BOLLAND,FLA,2015-2016,active,F,5.5,49,3286.5853658530004
 DAVE.BOLLAND,TOR,2013-2014,active,F,3.375,59,2428.353658536
 DAVE.SCATCHARD,NSH,2009-2010,active,F,0.55,3,20.12195122
 DAVE.SCATCHARD,STL,2010-2011,active,F,0.55,28,187.804878049
 DAVID.BACKES,BOS,2016-2017,active,F,6,8,585.365853659
 DAVID.BACKES,BOS,2017-2018,active,F,6,22,1609.756097562
 DAVID.BACKES,STL,2009-2010,active,F,2.5,3,91.463414634
 DAVID.BACKES,STL,2013-2014,active,F,4.5,8,439.02439024299997
 DAVID.BACKES,STL,2014-2015,active,F,4.5,1,54.87804878
 DAVID.BACKES,STL,2015-2016,active,F,4.5,3,164.634146341
 DAVID.BOOTH,DET,2017-2018,active,F,0.7,1,8.536585366
 DAVID.BOOTH,FLA,2009-2010,active,F,4.25,54,2798.780487805
 DAVID.BOOTH,TOR,2014-2015,active,F,1.1,22,295.12195121900004
 DAVID.BOOTH,VAN,2011-2012,active,F,4.25,18,932.926829268
 DAVID.BOOTH,VAN,2012-2013,active,F,4.25,36,1865.853658537
 DAVID.BOOTH,VAN,2013-2014,active,F,4.25,11,570.121951219
 DAVID.CLARKSON,CBJ,2014-2015,active,F,5.25,19,1216.463414634
 DAVID.CLARKSON,CBJ,2015-2016,active,F,5.25,55,3521.3414634150004
 DAVID.CLARKSON,NJD,2009-2010,active,F,0.838,36,367.90243902500004
 DAVID.CLARKSON,NJD,2011-2012,active,F,2.667,1,32.524390244
 DAVID.CLARKSON,TOR,2013-2014,active,F,5.25,10,640.2439024390001
 DAVID.DESHARNAIS,MTL,2011-2012,active,F,0.85,1,10.365853659
 DAVID.DESHARNAIS,MTL,2013-2014,active,F,3.5,1,42.682926829
 DAVID.DESHARNAIS,MTL,2015-2016,active,F,3.5,17,725.609756098
 DAVID.DESHARNAIS,MTL,2016-2017,active,F,3.5,25,1067.073170732
 DAVID.DESHARNAIS,NYR,2017-2018,active,F,1,2,24.390243902
 DAVID.DZIURZYNSKI,OTT,2012-2013,active,F,0.6,7,51.219512195
 DAVID.DZIURZYNSKI,OTT,2015-2016,active,F,0.75,8,73.170731707
 DAVID.HALE,TBL,2009-2010,active,D,0.7,24,204.878048781
 DAVID.JONES,CGY,2013-2014,active,F,4,33,1609.7560975610002
 DAVID.JONES,CGY,2014-2015,active,F,4,13,634.146341464
 DAVID.JONES,CGY,2015-2016,active,F,4,2,97.56097561
 DAVID.JONES,COL,2009-2010,active,F,0.838,59,602.951219512
 DAVID.JONES,COL,2010-2011,active,F,0.838,5,51.097560975
 DAVID.JONES,COL,2011-2012,active,F,2.5,8,243.902439024
 DAVID.JONES,COL,2012-2013,active,F,4,10,487.804878049
 DAVID.JONES,MIN,2015-2016,active,F,4,2,97.56097561
 DAVID.KOCI,COL,2009-2010,active,F,0.575,21,147.256097561
 DAVID.KOCI,COL,2010-2011,active,F,0.575,16,112.195121951
 DAVID.KREJCI,BOS,2009-2010,active,F,3.75,3,137.195121951
 DAVID.KREJCI,BOS,2010-2011,active,F,3.75,7,320.12195121900004
 DAVID.KREJCI,BOS,2011-2012,active,F,3.75,3,137.195121951
 DAVID.KREJCI,BOS,2012-2013,active,F,5.25,1,64.024390244
 DAVID.KREJCI,BOS,2014-2015,active,F,5.25,35,2240.853658538
 DAVID.KREJCI,BOS,2015-2016,active,F,7.25,10,884.146341463
 DAVID.KREJCI,BOS,2017-2018,active,F,7.25,18,1591.463414634
 DAVID.LEGWAND,NSH,2010-2011,active,F,4.5,18,987.804878048
 DAVID.LEGWAND,NSH,2011-2012,active,F,4.5,4,219.512195122
 DAVID.MOSS,ARI/PHX,2012-2013,active,F,2.1,2,51.219512195
 DAVID.MOSS,ARI/PHX,2013-2014,active,F,2.1,3,76.829268293
 DAVID.MOSS,ARI/PHX,2014-2015,active,F,0.8,22,214.634146341
 DAVID.MOSS,CGY,2009-2010,active,F,1.3,17,269.512195122
 DAVID.MOSS,CGY,2010-2011,active,F,1.3,22,348.780487804
 DAVID.MOSS,CGY,2011-2012,active,F,1.3,48,760.975609757
 DAVID.PASTRNAK,BOS,2015-2016,active,F,0.925,28,315.853658537
 DAVID.PASTRNAK,BOS,2016-2017,active,F,0.925,5,56.402439025
 DAVID.PERRON,ANA,2015-2016,active,F,3.8125,11,511.432926829
 DAVID.PERRON,EDM,2013-2014,active,F,3.8125,4,185.975609756
 DAVID.PERRON,PIT,2014-2015,active,F,3.8125,1,46.493902439
 DAVID.PERRON,STL,2010-2011,active,F,2.15,72,1887.804878049
 DAVID.PERRON,STL,2011-2012,active,F,2.15,25,655.487804878
 DAVID.PERRON,VGK,2017-2018,active,F,3.75,12,548.780487804
 DAVID.SAVARD,CBJ,2013-2014,active,D,0.709275,4,34.598780488
 DAVID.SAVARD,CBJ,2015-2016,active,D,1.3,17,269.512195122
 DAVID.SAVARD,CBJ,2016-2017,active,D,4.25,8,414.634146341
 DAVID.SCHLEMKO,ARI/PHX,2010-2011,active,D,0.55,13,87.195121951
 DAVID.SCHLEMKO,ARI/PHX,2011-2012,active,D,0.55,28,187.804878049
 DAVID.SCHLEMKO,ARI/PHX,2012-2013,active,D,0.55,16,107.317073171
 DAVID.SCHLEMKO,ARI/PHX,2013-2014,active,D,1.1875,27,391.00609756
 DAVID.SCHLEMKO,MTL,2017-2018,active,D,2.1,40,1024.390243903
 DAVID.SCHLEMKO,NJD,2015-2016,active,D,0.625,12,91.463414634
 DAVID.SCHLEMKO,SJS,2016-2017,active,D,2.1,17,435.365853659
 DAVID.STECKEL,TOR,2011-2012,active,F,1.1,5,67.073170731
 DAVID.ULLSTROM,NYI,2011-2012,active,F,0.892,9,97.902439024
 DAVID.ULLSTROM,NYI,2012-2013,active,F,0.892,10,108.780487805
 DAVID.VAN DER GULIK,COL,2010-2011,active,F,0.5,15,91.463414634
 DAVID.VAN DER GULIK,COL,2013-2014,active,F,0.6,16,117.073170732
 DAVID.WARSOFSKY,BOS,2014-2015,active,D,0.6,13,95.12195122
 DAVID.WARSOFSKY,NJD,2015-2016,active,D,0.6,2,14.634146341
 DAVID.WARSOFSKY,PIT,2015-2016,active,D,0.6,16,117.073170732
 DAVID.WOLF,CGY,2014-2015,active,F,0.925,3,33.841463415
 DAVIS.DREWISKE,LAK,2009-2010,active,D,0.525,15,96.036585366
 DAVIS.DREWISKE,MTL,2013-2014,active,D,0.6375,62,482.012195122
 DAYMOND.LANGKOW,ARI/PHX,2011-2012,active,F,4.5,1,54.87804878
 DAYMOND.LANGKOW,CGY,2009-2010,active,F,4.5,10,548.780487805
 DAYMOND.LANGKOW,CGY,2010-2011,active,F,4.5,78,4280.487804878
 DEAN.KUKAN,CBJ,2017-2018,active,D,0.7,12,102.43902439
 DEAN.MCAMMOND,NJD,2009-2010,active,F,0.5,4,24.390243902
 DENIS.GREBESHKOV,EDM,2009-2010,active,D,3.15,13,499.390243902
 DENIS.GREBESHKOV,EDM,2013-2014,active,D,1.5,8,146.341463415
 DENIS.GREBESHKOV,NSH,2009-2010,active,D,3.15,17,653.048780488
 DENIS.MALGIN,FLA,2016-2017,active,F,0.7,10,85.365853659
 DENIS.MALGIN,FLA,2017-2018,active,F,0.693333,9,76.09752439100001
 DENNIS.EVERBERG,COL,2014-2015,active,F,0.6125,10,74.695121951
 DENNIS.RASMUSSEN,CHI,2016-2017,active,F,0.575,1,7.012195122
 DENNIS.SEIDENBERG,BOS,2009-2010,active,D,2.25,4,109.756097561
 DENNIS.SEIDENBERG,BOS,2011-2012,active,D,3.25,2,79.268292683
 DENNIS.SEIDENBERG,BOS,2012-2013,active,D,3.25,2,79.268292683
 DENNIS.SEIDENBERG,BOS,2013-2014,active,D,3.25,48,1902.43902439
 DENNIS.SEIDENBERG,BOS,2015-2016,active,D,4,19,926.829268292
 DENNIS.SEIDENBERG,NYI,2016-2017,active,D,1,7,85.365853659
 DENNIS.WIDEMAN,BOS,2009-2010,active,D,3.938,6,288.146341464
 DENNIS.WIDEMAN,CGY,2012-2013,active,D,5.25,2,128.048780488
 DENNIS.WIDEMAN,CGY,2013-2014,active,D,5.25,36,2304.87804878
 DENNIS.WIDEMAN,CGY,2015-2016,active,D,5.25,12,768.292682927
 DENNIS.WIDEMAN,WSH,2010-2011,active,D,3.938,5,240.12195122
 DEREK.BOOGAARD,MIN,2009-2010,active,F,0.875,15,160.060975611
 DEREK.BOOGAARD,NYR,2010-2011,active,F,1.625,56,1109.756097561
 DEREK.DORSETT,CBJ,2009-2010,active,F,0.563,27,185.378048782
 DEREK.DORSETT,CBJ,2010-2011,active,F,0.563,5,34.329268294
 DEREK.DORSETT,CBJ,2011-2012,active,F,0.563,5,34.329268293
 DEREK.DORSETT,CBJ,2012-2013,active,F,1.633,12,238.975609756
 DEREK.DORSETT,NYR,2012-2013,active,F,1.633,13,258.890243902
 DEREK.DORSETT,NYR,2013-2014,active,F,1.633333,24,478.048682927
 DEREK.DORSETT,VAN,2014-2015,active,F,1.633333,3,59.756085365999994
 DEREK.DORSETT,VAN,2015-2016,active,F,2.65,7,226.21951219599998
 DEREK.DORSETT,VAN,2016-2017,active,F,2.65,68,2197.56097561
 DEREK.DORSETT,VAN,2017-2018,active,F,2.65,62,2003.658536585
 DEREK.FORBORT,LAK,2015-2016,active,D,0.863333,3,31.585353659
 DEREK.FORBORT,LAK,2017-2018,active,D,0.65,4,31.707317074
 DEREK.GRANT,BUF,2016-2017,active,F,0.65,2,15.853658537
 DEREK.GRANT,CGY,2015-2016,active,F,0.7,1,8.536585366
 DEREK.JOSLIN,SJS,2010-2011,active,D,0.5,14,85.365853659
 DEREK.MACKENZIE,CBJ,2009-2010,active,F,0.55,15,100.609756098
 DEREK.MACKENZIE,CBJ,2010-2011,active,F,0.6,11,80.48780487799999
 DEREK.MACKENZIE,CBJ,2011-2012,active,F,0.6,16,117.073170732
 DEREK.MACKENZIE,CBJ,2012-2013,active,F,1,2,24.390243902
 DEREK.MACKENZIE,CBJ,2013-2014,active,F,1,8,97.560975609
 DEREK.MACKENZIE,FLA,2015-2016,active,F,1.3,18,285.365853659
 DEREK.MACKENZIE,FLA,2017-2018,active,F,1.375,5,83.841463415
 DEREK.MEECH,WPG/ATL,2011-2012,active,D,0.7,38,324.390243902
 DEREK.MORRIS,ARI/PHX,2010-2011,active,D,2.75,4,134.146341464
 DEREK.MORRIS,ARI/PHX,2011-2012,active,D,2.75,17,570.12195122
 DEREK.MORRIS,ARI/PHX,2012-2013,active,D,2.75,9,301.829268293
 DEREK.MORRIS,ARI/PHX,2013-2014,active,D,2.75,10,335.365853659
 DEREK.MORRIS,BOS,2009-2010,active,D,3.3,3,120.731707317
 DEREK.ROY,BUF,2009-2010,active,F,4,2,97.56097561
 DEREK.ROY,BUF,2010-2011,active,F,4,47,2292.682926829
 DEREK.ROY,BUF,2011-2012,active,F,4,2,97.56097561
 DEREK.ROY,DAL,2012-2013,active,F,4,5,243.902439024
 DEREK.ROY,NSH,2014-2015,active,F,1,5,60.975609756
 DEREK.ROY,STL,2013-2014,active,F,4,4,195.12195122
 DEREK.RYAN,CAR,2015-2016,active,F,0.6,1,7.317073171
 DEREK.RYAN,CAR,2017-2018,active,F,1.425,2,34.756097561
 DEREK.SMITH,CGY,2011-2012,active,D,0.7,29,247.56097560999999
 DEREK.SMITH,CGY,2012-2013,active,D,0.775,14,132.317073171
 DEREK.STEPAN,NYR,2014-2015,active,F,3.075,14,525
 DEREK.STEPAN,NYR,2015-2016,active,F,6.5,10,792.682926829
 DERICK.BRASSARD,CBJ,2009-2010,active,F,1.247,3,45.621951219
 DERICK.BRASSARD,CBJ,2010-2011,active,F,3.2,8,312.195121951
 DERICK.BRASSARD,CBJ,2012-2013,active,F,3.2,2,78.048780488
 DERICK.BRASSARD,NYR,2013-2014,active,F,3.2,1,39.024390244
 DERICK.BRASSARD,NYR,2014-2015,active,F,5,2,121.951219512
 DERICK.BRASSARD,NYR,2015-2016,active,F,5,2,121.951219512
 DERICK.BRASSARD,OTT,2017-2018,active,F,5,2,121.951219512
 DERICK.BRASSARD,PIT,2017-2018,active,F,3,5,182.926829268
 DERRICK.POULIOT,PIT,2014-2015,active,D,1.288333,2,31.422756098
 DERRICK.POULIOT,PIT,2016-2017,active,D,1.288333,21,329.938939024
 DERYK.ENGELLAND,CGY,2014-2015,active,D,2.916667,4,142.276439024
 DERYK.ENGELLAND,CGY,2015-2016,active,D,2.916667,2,71.138219512
 DERYK.ENGELLAND,PIT,2011-2012,active,D,0.567,5,34.573170732
 DERYK.ENGELLAND,VGK,2017-2018,active,D,2,3,73.170731707
 DEVAN.DUBNYK,EDM,2009-2010,active,G,0.7,1,8.536585366
